trivials	empty	rule	c2	c3	c4	c5	f1	f2	f3	f4	f5	covPostCases	confidence	lift	globalQuality	withoutTrivial	optimised	iteration	treeNode	simplification	oneCatAltIndex	extLength	covPostCases2	support
357	""	StatusAccount %in% c("A11", "A12")	CreditHistory %in% c(" A32", " A33", " A34")	CreditAmount>=8016	" "	" "	StatusAccount	CreditHistory	CreditAmount	" "	" "	0.0866666666666667	0.742857142857143	2.48	0.0107301587301587	=if(or(A358 = "R";isnumber(match(c358;a$1:a$1000;0));isnumber(match(h358;a$1:a$1000;0));isnumber(match(d358;a$1:a$1000;0));isnumber(match(i358;a$1:a$1000;0));isnumber(match(e358;a$1:a$1000;0));isnumber(match(j358;a$1:a$1000;0));isnumber(match(f358;a$1:a$1000;0));isnumber(match(k358;a$1:a$1000;0));isnumber(match(g358;a$1:a$1000;0));isnumber(match(l358;a$1:a$1000;0)));0;p358)	From Tree node	1	13	""	""	6	26	35
358	""	0.441988950276243	0.271130625686059	0.542857142857143							""	""	""	""	""	=if(or(A358 = "R";isnumber(match(c358;a$1:a$1000;0));isnumber(match(h358;a$1:a$1000;0));isnumber(match(d358;a$1:a$1000;0));isnumber(match(i358;a$1:a$1000;0));isnumber(match(e358;a$1:a$1000;0));isnumber(match(j358;a$1:a$1000;0));isnumber(match(f358;a$1:a$1000;0));isnumber(match(k358;a$1:a$1000;0));isnumber(match(g358;a$1:a$1000;0));isnumber(match(l358;a$1:a$1000;0)));0;p358)	From Tree node	1	13	""	""	""	""	""
359	""	-0.551724137931034	-0.695652173913043	-0.406315789473684							""	""	""	""	""	=if(or(A358 = "R";isnumber(match(c358;a$1:a$1000;0));isnumber(match(h358;a$1:a$1000;0));isnumber(match(d358;a$1:a$1000;0));isnumber(match(i358;a$1:a$1000;0));isnumber(match(e358;a$1:a$1000;0));isnumber(match(j358;a$1:a$1000;0));isnumber(match(f358;a$1:a$1000;0));isnumber(match(k358;a$1:a$1000;0));isnumber(match(g358;a$1:a$1000;0));isnumber(match(l358;a$1:a$1000;0)));0;p358)	From Tree node	1	13	""	""	""	""	""
360	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A358 = "R";isnumber(match(c358;a$1:a$1000;0));isnumber(match(h358;a$1:a$1000;0));isnumber(match(d358;a$1:a$1000;0));isnumber(match(i358;a$1:a$1000;0));isnumber(match(e358;a$1:a$1000;0));isnumber(match(j358;a$1:a$1000;0));isnumber(match(f358;a$1:a$1000;0));isnumber(match(k358;a$1:a$1000;0));isnumber(match(g358;a$1:a$1000;0));isnumber(match(l358;a$1:a$1000;0)));0;p358)	From Tree node	1	13	""	""	""	""	""
361	""	SavingsAccount %in% c(" A61", " A62")	Property %in% c(" A124")	Housing %in% c(" A151")	" "	" "	SavingsAccount	Property	Housing	" "	" "	0.0266666666666667	0.8	2.67	0.0106666666666667	=if(or(A362 = "R";isnumber(match(c362;a$1:a$1000;0));isnumber(match(h362;a$1:a$1000;0));isnumber(match(d362;a$1:a$1000;0));isnumber(match(i362;a$1:a$1000;0));isnumber(match(e362;a$1:a$1000;0));isnumber(match(j362;a$1:a$1000;0));isnumber(match(f362;a$1:a$1000;0));isnumber(match(k362;a$1:a$1000;0));isnumber(match(g362;a$1:a$1000;0));isnumber(match(l362;a$1:a$1000;0)));0;p362)	SingleCatAlt	0011	31	1	2	2	8	10
362	""	0.355524079320113	0.435064935064935	0.391061452513966							""	""	""	""	""	=if(or(A362 = "R";isnumber(match(c362;a$1:a$1000;0));isnumber(match(h362;a$1:a$1000;0));isnumber(match(d362;a$1:a$1000;0));isnumber(match(i362;a$1:a$1000;0));isnumber(match(e362;a$1:a$1000;0));isnumber(match(j362;a$1:a$1000;0));isnumber(match(f362;a$1:a$1000;0));isnumber(match(k362;a$1:a$1000;0));isnumber(match(g362;a$1:a$1000;0));isnumber(match(l362;a$1:a$1000;0)));0;p362)	SingleCatAlt	0011	31	1	2	""	""	""
363	""	-0.5	-0.4765625	-0.509259259259259							""	""	""	""	""	=if(or(A362 = "R";isnumber(match(c362;a$1:a$1000;0));isnumber(match(h362;a$1:a$1000;0));isnumber(match(d362;a$1:a$1000;0));isnumber(match(i362;a$1:a$1000;0));isnumber(match(e362;a$1:a$1000;0));isnumber(match(j362;a$1:a$1000;0));isnumber(match(f362;a$1:a$1000;0));isnumber(match(k362;a$1:a$1000;0));isnumber(match(g362;a$1:a$1000;0));isnumber(match(l362;a$1:a$1000;0)));0;p362)	SingleCatAlt	0011	31	1	2	""	""	""
364	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A362 = "R";isnumber(match(c362;a$1:a$1000;0));isnumber(match(h362;a$1:a$1000;0));isnumber(match(d362;a$1:a$1000;0));isnumber(match(i362;a$1:a$1000;0));isnumber(match(e362;a$1:a$1000;0));isnumber(match(j362;a$1:a$1000;0));isnumber(match(f362;a$1:a$1000;0));isnumber(match(k362;a$1:a$1000;0));isnumber(match(g362;a$1:a$1000;0));isnumber(match(l362;a$1:a$1000;0)));0;p362)	SingleCatAlt	0011	31	1	2	""	""	""
365	""	StatusAccount %in% c("A11")	SavingsAccount %in% c(" A61", " A62")	Housing %in% c(" A152")	Job %in% c(" A173")	Age< 24.5	StatusAccount	SavingsAccount	Housing	Job	Age	0.0266666666666667	0.8	2.67	0.0106666666666667	=if(or(A366 = "R";isnumber(match(c366;a$1:a$1000;0));isnumber(match(h366;a$1:a$1000;0));isnumber(match(d366;a$1:a$1000;0));isnumber(match(i366;a$1:a$1000;0));isnumber(match(e366;a$1:a$1000;0));isnumber(match(j366;a$1:a$1000;0));isnumber(match(f366;a$1:a$1000;0));isnumber(match(k366;a$1:a$1000;0));isnumber(match(g366;a$1:a$1000;0));isnumber(match(l366;a$1:a$1000;0)));0;p366)	SingleCatAlt	111222	59	1	1	2	8	10
366	""	0.492700729927007	0.355524079320113	0.260869565217391	0.295238095238095	0.409395973154362					""	""	""	""	""	=if(or(A366 = "R";isnumber(match(c366;a$1:a$1000;0));isnumber(match(h366;a$1:a$1000;0));isnumber(match(d366;a$1:a$1000;0));isnumber(match(i366;a$1:a$1000;0));isnumber(match(e366;a$1:a$1000;0));isnumber(match(j366;a$1:a$1000;0));isnumber(match(f366;a$1:a$1000;0));isnumber(match(k366;a$1:a$1000;0));isnumber(match(g366;a$1:a$1000;0));isnumber(match(l366;a$1:a$1000;0)));0;p366)	SingleCatAlt	111222	59	1	1	""	""	""
367	""	-0.48780487804878	-0.733333333333333	-0.65625	-0.611111111111111	-0.539325842696629					""	""	""	""	""	=if(or(A366 = "R";isnumber(match(c366;a$1:a$1000;0));isnumber(match(h366;a$1:a$1000;0));isnumber(match(d366;a$1:a$1000;0));isnumber(match(i366;a$1:a$1000;0));isnumber(match(e366;a$1:a$1000;0));isnumber(match(j366;a$1:a$1000;0));isnumber(match(f366;a$1:a$1000;0));isnumber(match(k366;a$1:a$1000;0));isnumber(match(g366;a$1:a$1000;0));isnumber(match(l366;a$1:a$1000;0)));0;p366)	SingleCatAlt	111222	59	1	1	""	""	""
368	""	 	 	 	 	 	 	 	 	 	""	""	""	""	""	=if(or(A366 = "R";isnumber(match(c366;a$1:a$1000;0));isnumber(match(h366;a$1:a$1000;0));isnumber(match(d366;a$1:a$1000;0));isnumber(match(i366;a$1:a$1000;0));isnumber(match(e366;a$1:a$1000;0));isnumber(match(j366;a$1:a$1000;0));isnumber(match(f366;a$1:a$1000;0));isnumber(match(k366;a$1:a$1000;0));isnumber(match(g366;a$1:a$1000;0));isnumber(match(l366;a$1:a$1000;0)));0;p366)	SingleCatAlt	111222	59	1	1	""	""	""
